"id","est_dis","upm","factor","ictpc"
"040058130113","44","1143",93,3793.38635869999
"040058130114","44","1143",93,3793.38635869999
"040058130115","44","1143",93,3793.38635869999
"040058130116","44","1143",93,3793.38635869999
"040058130211","44","1143",93,12558.8943280055
"040058130212","44","1143",93,12558.8943280055
"040058130311","44","1143",93,8881.57144083599
"040058130312","44","1143",93,8881.57144083599
"040058130313","44","1143",93,8881.57144083599
"040058130314","44","1143",93,8881.57144083599
"040058130411","44","1143",93,2153.16735966817
"040058130412","44","1143",93,2153.16735966817
"040058130413","44","1143",93,2153.16735966817
"040058130414","44","1143",93,2153.16735966817
"040058130511","44","1143",93,4711.43651410034
"040058130512","44","1143",93,4711.43651410034
"040058130513","44","1143",93,4711.43651410034
"040058130514","44","1143",93,4711.43651410034
"040058130515","44","1143",93,4711.43651410034
"040058130516","44","1143",93,4711.43651410034
"040058130517","44","1143",93,4711.43651410034
"040058130611","44","1143",93,4554.63149218306
"040058130612","44","1143",93,4554.63149218306
"040058130613","44","1143",93,4554.63149218306
"040058530111","46","1144",107,5194.91509310979
"040058530112","46","1144",107,5194.91509310979
"040058530113","46","1144",107,5194.91509310979
"040058530114","46","1144",107,5194.91509310979
"040058530311","46","1144",107,12905.0642942293
"040058530312","46","1144",107,12905.0642942293
"040058530411","46","1144",107,1520.39752849242
"040058530412","46","1144",107,1520.39752849242
"040058530413","46","1144",107,1520.39752849242
"040058530511","46","1144",107,585.002768953315
"040058530512","46","1144",107,585.002768953315
"040058530611","46","1144",107,1550.67276978582
"040058530612","46","1144",107,1550.67276978582
"040058530613","46","1144",107,1550.67276978582
"040058530614","46","1144",107,1550.67276978582
"040058530615","46","1144",107,1550.67276978582
"040058530616","46","1144",107,1550.67276978582
"040058530617","46","1144",107,1550.67276978582
"040059250111","44","1145",110,2236.52672818142
"040059250112","44","1145",110,2236.52672818142
"040059250113","44","1145",110,2236.52672818142
"040059250311","44","1145",110,7041.38714751885
"040059250312","44","1145",110,7041.38714751885
"040059250411","44","1145",110,2365.88480965535
"040059250412","44","1145",110,2365.88480965535
"040059250413","44","1145",110,2365.88480965535
"040059250414","44","1145",110,2365.88480965535
"040059250415","44","1145",110,2365.88480965535
"040059250416","44","1145",110,2365.88480965535
"040059250511","44","1145",110,8251.93910990327
"040059250512","44","1145",110,8251.93910990327
"040059250611","44","1145",110,2082.19959642698
"040059250612","44","1145",110,2082.19959642698
"040059250613","44","1145",110,2082.19959642698
"040059250614","44","1145",110,2082.19959642698
"040059650111","46","1146",103,8865.81105209173
"040059650112","46","1146",103,8865.81105209173
"040059650113","46","1146",103,8865.81105209173
"040059650211","46","1146",103,5592.07374798039
"040059650212","46","1146",103,5592.07374798039
"040059650213","46","1146",103,5592.07374798039
"040059650311","46","1146",103,17133.8086138513
"040059650312","46","1146",103,17133.8086138513
"040059650411","46","1146",103,12100.598957654
"040059650412","46","1146",103,12100.598957654
"040059650413","46","1146",103,12100.598957654
"040059650511","46","1146",103,6858.50095138531
"040059650512","46","1146",103,6858.50095138531
"040059650513","46","1146",103,6858.50095138531
"040059650611","46","1146",103,12033.5203297123
"040059650612","46","1146",103,12033.5203297123
"040059650613","46","1146",103,12033.5203297123
"040059770111","44","1147",114,2760.35967374161
"040059770112","44","1147",114,2760.35967374161
"040059770113","44","1147",114,2760.35967374161
"040059770211","44","1147",114,4907.99510892885
"040059770212","44","1147",114,4907.99510892885
"040059770213","44","1147",114,4907.99510892885
"040059770311","44","1147",114,7194.61466637751
"040059770312","44","1147",114,7194.61466637751
"040059770313","44","1147",114,7194.61466637751
"040059770411","44","1147",114,6787.53825521401
"040059770412","44","1147",114,6787.53825521401
"040059770413","44","1147",114,6787.53825521401
"040059770414","44","1147",114,6787.53825521401
"040059770415","44","1147",114,6787.53825521401
"040059770511","44","1147",114,2798.32608849012
"040059770512","44","1147",114,2798.32608849012
"040059770513","44","1147",114,2798.32608849012
"040059770514","44","1147",114,2798.32608849012
"040059770515","44","1147",114,2798.32608849012
"040059770516","44","1147",114,2798.32608849012
"040059770611","44","1147",114,12588.0404225001
"040060090111","44","1148",93,9291.36065906924
"040060090112","44","1148",93,9291.36065906924
"040060090113","44","1148",93,9291.36065906924
"040060090114","44","1148",93,9291.36065906924
"040060090211","44","1148",93,6525.22212045811
"040060090311","44","1148",93,4108.05599630202
"040060090312","44","1148",93,4108.05599630202
"040060090313","44","1148",93,4108.05599630202
"040060090314","44","1148",93,4108.05599630202
"040060090315","44","1148",93,4108.05599630202
"040060090316","44","1148",93,4108.05599630202
"040060090411","44","1148",93,3234.51124379855
"040060090412","44","1148",93,3234.51124379855
"040060090413","44","1148",93,3234.51124379855
"040060090414","44","1148",93,3234.51124379855
"040060090415","44","1148",93,3234.51124379855
"040060090416","44","1148",93,3234.51124379855
"040060090511","44","1148",93,2524.89655193155
"040060090512","44","1148",93,2524.89655193155
"040060090611","44","1148",93,4026.22647474421
"040060090612","44","1148",93,4026.22647474421
"040060090613","44","1148",93,4026.22647474421
"040060090614","44","1148",93,4026.22647474421
"040060620111","44","1149",119,22483.9089919034
"040060620211","44","1149",119,3012.23058364503
"040060620212","44","1149",119,3012.23058364503
"040060620213","44","1149",119,3012.23058364503
"040060620311","44","1149",119,2936.8423817738
"040060620312","44","1149",119,2936.8423817738
"040060620411","44","1149",119,1055.83018794259
"040060620412","44","1149",119,1055.83018794259
"040060620413","44","1149",119,1055.83018794259
"040060620511","44","1149",119,5081.51226800458
"040060620512","44","1149",119,5081.51226800458
"040060620513","44","1149",119,5081.51226800458
"040060620611","44","1149",119,1317.95715958988
"040060620612","44","1149",119,1317.95715958988
"040060620613","44","1149",119,1317.95715958988
"040060620614","44","1149",119,1317.95715958988
"040060940111","44","1150",110,13040.7637385941
"040060940211","44","1150",110,4529.20488620817
"040060940212","44","1150",110,4529.20488620817
"040060940213","44","1150",110,4529.20488620817
"040060940214","44","1150",110,4529.20488620817
"040060940311","44","1150",110,1208.19300131673
"040060940312","44","1150",110,1208.19300131673
"040060940313","44","1150",110,1208.19300131673
"040060940314","44","1150",110,1208.19300131673
"040060940315","44","1150",110,1208.19300131673
"040060940411","44","1150",110,2390.53537403949
"040060940412","44","1150",110,2390.53537403949
"040060940413","44","1150",110,2390.53537403949
"040060940414","44","1150",110,2390.53537403949
"040060940415","44","1150",110,2390.53537403949
"040060940511","44","1150",110,2189.45946841856
"040060940512","44","1150",110,2189.45946841856
"040060940513","44","1150",110,2189.45946841856
"040060940514","44","1150",110,2189.45946841856
"040060940611","44","1150",110,3029.88918351288
"040061160211","44","1151",91,3861.24436548146
"040061160212","44","1151",91,3861.24436548146
"040061160311","44","1151",91,4709.42013403587
"040061160312","44","1151",91,4709.42013403587
"040061160313","44","1151",91,4709.42013403587
"040061160314","44","1151",91,4709.42013403587
"040061160315","44","1151",91,4709.42013403587
"040061160411","44","1151",91,7183.74523458423
"040061160412","44","1151",91,7183.74523458423
"040061160511","44","1151",91,2636.8168630163
"040061160512","44","1151",91,2636.8168630163
"040061160513","44","1151",91,2636.8168630163
"040061160611","44","1151",91,1745.20152810713
"040061160612","44","1151",91,1745.20152810713
"040061160613","44","1151",91,1745.20152810713
"040061160614","44","1151",91,1745.20152810713
"040061580111","44","1152",109,5071.02225286721
"040061580112","44","1152",109,5071.02225286721
"040061580211","44","1152",109,8145.69503223407
"040061580411","44","1152",109,2746.07597660512
"040061580412","44","1152",109,2746.07597660512
"040061580413","44","1152",109,2746.07597660512
"040061580414","44","1152",109,2746.07597660512
"040061580611","44","1152",109,7249.352569883
"040062500111","44","1153",109,7017.03446414668
"040062500311","44","1153",109,3332.22140464938
"040062500312","44","1153",109,3332.22140464938
"040062500313","44","1153",109,3332.22140464938
"040062500411","44","1153",109,4693.39647743716
"040062500412","44","1153",109,4693.39647743716
"040062500511","44","1153",109,4248.5751735553
"040062500512","44","1153",109,4248.5751735553
"040063530111","44","1154",96,12985.8438867383
"040063530112","44","1154",96,12985.8438867383
"040063530113","44","1154",96,12985.8438867383
"040063530211","44","1154",96,5636.60846255952
"040063530212","44","1154",96,5636.60846255952
"040063530311","44","1154",96,3971.733802087
"040063530312","44","1154",96,3971.733802087
"040063530313","44","1154",96,3971.733802087
"040063530411","44","1154",96,1761.03703830955
"040063530412","44","1154",96,1761.03703830955
"040063530413","44","1154",96,1761.03703830955
"040063530414","44","1154",96,1761.03703830955
"040063530511","44","1154",96,6240.94264125088
"040063530512","44","1154",96,6240.94264125088
"040063530513","44","1154",96,6240.94264125088
"040063850111","44","1155",105,5048.8463656957
"040063850112","44","1155",105,5048.8463656957
"040063850113","44","1155",105,5048.8463656957
"040063850114","44","1155",105,5048.8463656957
"040063850211","44","1155",105,6324.92017793061
"040063850212","44","1155",105,6324.92017793061
"040063850213","44","1155",105,6324.92017793061
"040063850214","44","1155",105,6324.92017793061
"040063850311","44","1155",105,9468.11339154155
"040063850312","44","1155",105,9468.11339154155
"040063850411","44","1155",105,2376.96896658393
"040063850412","44","1155",105,2376.96896658393
"040063850413","44","1155",105,2376.96896658393
"040063850414","44","1155",105,2376.96896658393
"040063850511","44","1155",105,10524.0863316066
"040063850512","44","1155",105,10524.0863316066
"040063850513","44","1155",105,10524.0863316066
"040063850514","44","1155",105,10524.0863316066
"040063850611","44","1155",105,8460.80723523529
"040063850612","44","1155",105,8460.80723523529
"040063850613","44","1155",105,8460.80723523529
"040063850614","44","1155",105,8460.80723523529
"040063970111","44","1156",76,1840.84595729029
"040063970112","44","1156",76,1840.84595729029
"040063970113","44","1156",76,1840.84595729029
"040063970114","44","1156",76,1840.84595729029
"040063970211","44","1156",76,1493.78839055737
"040063970212","44","1156",76,1493.78839055737
"040063970213","44","1156",76,1493.78839055737
"040063970214","44","1156",76,1493.78839055737
"040063970215","44","1156",76,1493.78839055737
"040063970216","44","1156",76,1493.78839055737
"040063970311","44","1156",76,3861.90262205266
"040063970312","44","1156",76,3861.90262205266
"040063970313","44","1156",76,3861.90262205266
"040063970314","44","1156",76,3861.90262205266
"040063970315","44","1156",76,3861.90262205266
"040063970411","44","1156",76,1852.07471995015
"040063970412","44","1156",76,1852.07471995015
"040063970413","44","1156",76,1852.07471995015
"040063970414","44","1156",76,1852.07471995015
"040063970415","44","1156",76,1852.07471995015
"040063970511","44","1156",76,4480.11720860114
"040063970512","44","1156",76,4480.11720860114
"040063970513","44","1156",76,4480.11720860114
"040063970514","44","1156",76,4480.11720860114
"040063970515","44","1156",76,4480.11720860114
"040064190111","44","1157",109,3056.22679120537
"040064190112","44","1157",109,3056.22679120537
"040064190113","44","1157",109,3056.22679120537
"040064190114","44","1157",109,3056.22679120537
"040064190211","44","1157",109,26711.189377767
"040064190212","44","1157",109,26711.189377767
"040064190311","44","1157",109,1576.6505303554
"040064190312","44","1157",109,1576.6505303554
"040064190411","44","1157",109,6761.67129575632
"040064190412","44","1157",109,6761.67129575632
"040064190511","44","1157",109,7005.89695560425
"040064190512","44","1157",109,7005.89695560425
"040064190513","44","1157",109,7005.89695560425
"040065270111","49","1158",93,5189.55318989341
"040065270112","49","1158",93,5189.55318989341
"040065270113","49","1158",93,5189.55318989341
"040065270114","49","1158",93,5189.55318989341
"040065270311","49","1158",93,1347.39921357206
"040065270411","49","1158",93,10944.0883713618
"040065270412","49","1158",93,10944.0883713618
"040065270511","49","1158",93,1877.17499235464
"040065270512","49","1158",93,1877.17499235464
"040065270513","49","1158",93,1877.17499235464
"040065270514","49","1158",93,1877.17499235464
"040065270611","49","1158",93,16452.0070823268
"040065270612","49","1158",93,16452.0070823268
"040065270613","49","1158",93,16452.0070823268
"040065270614","49","1158",93,16452.0070823268
"040065590111","49","1159",88,3417.95828272064
"040065590112","49","1159",88,3417.95828272064
"040065590113","49","1159",88,3417.95828272064
"040065590114","49","1159",88,3417.95828272064
"040065590411","49","1159",88,4825.63415926275
"040065590412","49","1159",88,4825.63415926275
"040065590511","49","1159",88,30891.9192583076
"040065590512","49","1159",88,30891.9192583076
"040065590611","49","1159",88,8505.63050384456
"040065590612","49","1159",88,8505.63050384456
"040067320111","49","1160",96,2662.93409222412
"040067320211","49","1160",96,12507.4772465529
"040067320212","49","1160",96,12507.4772465529
"040067320213","49","1160",96,12507.4772465529
"040067320214","49","1160",96,12507.4772465529
"040067320311","49","1160",96,6704.50432699035
"040067320312","49","1160",96,6704.50432699035
"040067320313","49","1160",96,6704.50432699035
"040067320314","49","1160",96,6704.50432699035
"040067320411","49","1160",96,4981.39969191541
"040067320412","49","1160",96,4981.39969191541
"040067320413","49","1160",96,4981.39969191541
"040067320511","49","1160",96,2390.23914797008
"040067320512","49","1160",96,2390.23914797008
"040067320513","49","1160",96,2390.23914797008
"040067320514","49","1160",96,2390.23914797008
"040067320515","49","1160",96,2390.23914797008
"040067320516","49","1160",96,2390.23914797008
"040067320517","49","1160",96,2390.23914797008
"040067320611","49","1160",96,18379.1835393318
"040067320612","49","1160",96,18379.1835393318
"040067320613","49","1160",96,18379.1835393318
"040067320614","49","1160",96,18379.1835393318
"040067840111","49","1161",90,12464.7268274927
"040067840112","49","1161",90,12464.7268274927
"040067840211","49","1161",90,3657.66925758963
"040067840411","49","1161",90,2712.75127078518
"040067840412","49","1161",90,2712.75127078518
"040067840413","49","1161",90,2712.75127078518
"040067840414","49","1161",90,2712.75127078518
"040067840415","49","1161",90,2712.75127078518
"040067840416","49","1161",90,2712.75127078518
"040067840511","49","1161",90,16317.3534223258
"040067840512","49","1161",90,16317.3534223258
"040067840513","49","1161",90,16317.3534223258
"040067840611","49","1161",90,7795.56837410419
"040067840612","49","1161",90,7795.56837410419
"040067840613","49","1161",90,7795.56837410419
"040068460111","49","1162",95,4396.88596657666
"040068460211","49","1162",95,1812.64215610952
"040068460212","49","1162",95,1812.64215610952
"040068460213","49","1162",95,1812.64215610952
"040068460311","49","1162",95,1089.30535379004
"040068460312","49","1162",95,1089.30535379004
"040068460313","49","1162",95,1089.30535379004
"040068460314","49","1162",95,1089.30535379004
"040068460411","49","1162",95,1940.25132177931
"040068460511","49","1162",95,8130.86183873704
"040068460512","49","1162",95,8130.86183873704
"040068460513","49","1162",95,8130.86183873704
"040068460514","49","1162",95,8130.86183873704
"040068460515","49","1162",95,8130.86183873704
"040068460611","49","1162",95,5441.19495960314
"040068460612","49","1162",95,5441.19495960314
"040068460613","49","1162",95,5441.19495960314
"040068460614","49","1162",95,5441.19495960314
"040069080111","49","1163",86,2497.46074357288
"040069080112","49","1163",86,2497.46074357288
"040069080211","49","1163",86,143421.182224018
"040069080311","49","1163",86,8074.92546987168
"040069080312","49","1163",86,8074.92546987168
"040069080313","49","1163",86,8074.92546987168
"040069890111","50","1164",123,3609.42530991989
"040069890112","50","1164",123,3609.42530991989
"040069890113","50","1164",123,3609.42530991989
"040069890211","50","1164",123,8113.05428823703
"040069890212","50","1164",123,8113.05428823703
"040069890213","50","1164",123,8113.05428823703
"040069890311","50","1164",123,4442.97477856156
"040069890312","50","1164",123,4442.97477856156
"040069890313","50","1164",123,4442.97477856156
"040069890314","50","1164",123,4442.97477856156
"040069890511","50","1164",123,4311.44518187622
"040069890512","50","1164",123,4311.44518187622
"040069890513","50","1164",123,4311.44518187622
"040069890611","50","1164",123,59553.7513847267
"040070200211","49","1165",91,12544.2705380772
"040070200221","49","1165",91,10155.5376734439
"040070200231","49","1165",91,6605.73549582819
"040070200241","49","1165",91,8194.84980584838
"040070200311","49","1165",91,4429.82752601167
"040070200312","49","1165",91,4429.82752601167
"040070200313","49","1165",91,4429.82752601167
"040070200411","49","1165",91,4435.32915011544
"040070200412","49","1165",91,4435.32915011544
"040070200511","49","1165",91,14873.541938117
"040070200512","49","1165",91,14873.541938117
"040070200611","49","1165",91,4462.52577579739
"040070200612","49","1165",91,4462.52577579739
"040070200613","49","1165",91,4462.52577579739
"040070200614","49","1165",91,4462.52577579739
"040070200615","49","1165",91,4462.52577579739
"040070200616","49","1165",91,4462.52577579739
"040070200617","49","1165",91,4462.52577579739
"040070200618","49","1165",91,4462.52577579739
"040070330211","49","1166",129,4686.65248474664
"040070330212","49","1166",129,4686.65248474664
"040070330213","49","1166",129,4686.65248474664
"040070330214","49","1166",129,4686.65248474664
"040070330511","49","1166",129,4652.19613332492
"040070330512","49","1166",129,4652.19613332492
"040070330513","49","1166",129,4652.19613332492
"040070330611","49","1166",129,2302.9196084834
"040070330612","49","1166",129,2302.9196084834
"040070650211","49","1167",112,13685.6864478341
"040070650212","49","1167",112,13685.6864478341
"040070650311","49","1167",112,4747.50942484765
"040070650312","49","1167",112,4747.50942484765
"040070650313","49","1167",112,4747.50942484765
"040070650511","49","1167",112,3981.75018709451
"040070650512","49","1167",112,3981.75018709451
"040070870111","49","1168",105,2404.27505559077
"040070870112","49","1168",105,2404.27505559077
"040070870113","49","1168",105,2404.27505559077
"040070870114","49","1168",105,2404.27505559077
"040070870115","49","1168",105,2404.27505559077
"040070870211","49","1168",105,5419.48659609896
"040070870311","49","1168",105,9697.16733785656
"040070870312","49","1168",105,9697.16733785656
"040070870313","49","1168",105,9697.16733785656
"040070870314","49","1168",105,9697.16733785656
"040070870315","49","1168",105,9697.16733785656
"040070870316","49","1168",105,9697.16733785656
"040070870317","49","1168",105,9697.16733785656
"040070870318","49","1168",105,9697.16733785656
"040070870411","49","1168",105,4253.38376290115
"040070870412","49","1168",105,4253.38376290115
"040070870611","49","1168",105,9559.9961041232
"040070870612","49","1168",105,9559.9961041232
"040070870613","49","1168",105,9559.9961041232
"040070870614","49","1168",105,9559.9961041232
"040070870615","49","1168",105,9559.9961041232
"040071690111","49","1169",132,21491.9972901812
"040071690112","49","1169",132,21491.9972901812
"040071690113","49","1169",132,21491.9972901812
"040071690211","49","1169",132,13618.0201531893
"040071690212","49","1169",132,13618.0201531893
"040071690411","49","1169",132,9606.68270312383
"040071690511","49","1169",132,11218.3362057382
"040071690611","49","1169",132,10196.0375871956
"040071690612","49","1169",132,10196.0375871956
"040071820111","49","1170",111,7508.2099882832
"040071820112","49","1170",111,7508.2099882832
"040071820113","49","1170",111,7508.2099882832
"040071820114","49","1170",111,7508.2099882832
"040071820211","49","1170",111,5983.62160875526
"040071820212","49","1170",111,5983.62160875526
"040071820213","49","1170",111,5983.62160875526
"040071820214","49","1170",111,5983.62160875526
"040071820311","49","1170",111,9299.88228384278
"040071820312","49","1170",111,9299.88228384278
"040071820313","49","1170",111,9299.88228384278
"040071820314","49","1170",111,9299.88228384278
"040071820315","49","1170",111,9299.88228384278
"040071820316","49","1170",111,9299.88228384278
"040071820411","49","1170",111,4576.86353493933
"040071820412","49","1170",111,4576.86353493933
"040071820511","49","1170",111,4584.03357980388
"040071820512","49","1170",111,4584.03357980388
"040071820513","49","1170",111,4584.03357980388
"040071820514","49","1170",111,4584.03357980388
"040071820611","49","1170",111,94132.4686428955
"040072320111","50","1171",100,21920.4704450738
"040072320112","50","1171",100,21920.4704450738
"040072320113","50","1171",100,21920.4704450738
"040072320311","50","1171",100,10729.0219807964
"040072320312","50","1171",100,10729.0219807964
"040072320313","50","1171",100,10729.0219807964
"040072320314","50","1171",100,10729.0219807964
"040072320411","50","1171",100,4316.29984650401
"040072320412","50","1171",100,4316.29984650401
"040072320511","50","1171",100,9693.81940595101
"040072320512","50","1171",100,9693.81940595101
"040072320513","50","1171",100,9693.81940595101
"040072320514","50","1171",100,9693.81940595101
"040072320611","50","1171",100,9583.39727637479
"040072320612","50","1171",100,9583.39727637479
"040072320613","50","1171",100,9583.39727637479
"040072540111","49","1172",121,8022.36764694147
"040072540112","49","1172",121,8022.36764694147
"040072540121","49","1172",121,2844.69076783083
"040072540122","49","1172",121,2844.69076783083
"040072540211","49","1172",121,1588.34060038304
"040072540212","49","1172",121,1588.34060038304
"040072540411","49","1172",121,14760.2859357754
"040072540412","49","1172",121,14760.2859357754
"040072540511","49","1172",121,11105.2716053422
"040072540512","49","1172",121,11105.2716053422
"040072540611","49","1172",121,25369.3944807014
"040072540612","49","1172",121,25369.3944807014
"040072960311","49","1173",105,16710.7592586222
"040072960312","49","1173",105,16710.7592586222
"040072960313","49","1173",105,16710.7592586222
"040072960314","49","1173",105,16710.7592586222
"040072960411","49","1173",105,5025.13298824751
"040072960412","49","1173",105,5025.13298824751
"040072960413","49","1173",105,5025.13298824751
"040072960414","49","1173",105,5025.13298824751
"040072960415","49","1173",105,5025.13298824751
"040072960416","49","1173",105,5025.13298824751
"040072960511","49","1173",105,3023.52879029587
"040072960512","49","1173",105,3023.52879029587
"040072960513","49","1173",105,3023.52879029587
"040072960514","49","1173",105,3023.52879029587
"040073280211","49","1174",111,4252.84744968237
"040073280212","49","1174",111,4252.84744968237
"040073280311","49","1174",111,3843.22439247519
"040073280312","49","1174",111,3843.22439247519
"040073280411","49","1174",111,48215.1366338134
"040073280511","49","1174",111,3532.52302343944
"040073280512","49","1174",111,3532.52302343944
"040073280513","49","1174",111,3532.52302343944
"040073280514","49","1174",111,3532.52302343944
"040073280515","49","1174",111,3532.52302343944
"040073280516","49","1174",111,3532.52302343944
"040073280517","49","1174",111,3532.52302343944
"040073280518","49","1174",111,3532.52302343944
"040073280519","49","1174",111,3532.52302343944
"0400732805110","49","1174",111,3532.52302343944
"040073280611","49","1174",111,1023.45756132212
"040073500211","49","1175",110,1059.60812749399
"040073500212","49","1175",110,1059.60812749399
"040073500213","49","1175",110,1059.60812749399
"040073500214","49","1175",110,1059.60812749399
"040073500311","49","1175",110,2350.30982528544
"040073500312","49","1175",110,2350.30982528544
"040073500313","49","1175",110,2350.30982528544
"040073500511","49","1175",110,1042.92668724729
"040073500512","49","1175",110,1042.92668724729
"040073500513","49","1175",110,1042.92668724729
"040073500611","49","1175",110,67107.8714158669
"040073500612","49","1175",110,67107.8714158669
"040074730211","49","1176",135,14445.6102881071
"040074730311","49","1176",135,5341.09664741564
"040074730312","49","1176",135,5341.09664741564
"040074730313","49","1176",135,5341.09664741564
"040074730314","49","1176",135,5341.09664741564
"040074730315","49","1176",135,5341.09664741564
"040074730411","49","1176",135,7105.17794601879
"040074730412","49","1176",135,7105.17794601879
"040074730413","49","1176",135,7105.17794601879
"040074730414","49","1176",135,7105.17794601879
"040074730415","49","1176",135,7105.17794601879
"040074730511","49","1176",135,2509.45431489827
"040074730512","49","1176",135,2509.45431489827
"040074730513","49","1176",135,2509.45431489827
"040074730514","49","1176",135,2509.45431489827
"040074730515","49","1176",135,2509.45431489827
"040074730611","49","1176",135,8595.70773208721
"040074730612","49","1176",135,8595.70773208721
"040074730613","49","1176",135,8595.70773208721
"040074730614","49","1176",135,8595.70773208721
"040075850111","49","1177",132,3066.59411417615
"040075850112","49","1177",132,3066.59411417615
"040075850311","49","1177",132,2677.73653550993
"040075850312","49","1177",132,2677.73653550993
"040075850313","49","1177",132,2677.73653550993
"040075850411","49","1177",132,1552.87260639877
"040075850511","49","1177",132,9959.02023617351
"040075850611","49","1177",132,4193.3524327169
"040076470111","49","1178",105,6194.18556102778
"040076470112","49","1178",105,6194.18556102778
"040076470113","49","1178",105,6194.18556102778
"040076470114","49","1178",105,6194.18556102778
"040076470115","49","1178",105,6194.18556102778
"040076470116","49","1178",105,6194.18556102778
"040076470211","49","1178",105,3522.06526878947
"040076470212","49","1178",105,3522.06526878947
"040076470311","49","1178",105,4818.3922513174
"040076470312","49","1178",105,4818.3922513174
"040076470313","49","1178",105,4818.3922513174
"040076470411","49","1178",105,7126.16920350125
"040076470412","49","1178",105,7126.16920350125
"040076470413","49","1178",105,7126.16920350125
"040076470414","49","1178",105,7126.16920350125
"040076470511","49","1178",105,4723.01979006938
"040076470512","49","1178",105,4723.01979006938
"040076470513","49","1178",105,4723.01979006938
"040076470514","49","1178",105,4723.01979006938
"040076470611","49","1178",105,7263.7706243974
"040076470612","49","1178",105,7263.7706243974
"040076470613","49","1178",105,7263.7706243974
"040076890111","49","1179",120,10728.9353569772
"040076890112","49","1179",120,10728.9353569772
"040076890113","49","1179",120,10728.9353569772
"040076890114","49","1179",120,10728.9353569772
"040076890211","49","1179",120,19256.2738471945
"040076890311","49","1179",120,717.910563989034
"040076890312","49","1179",120,717.910563989034
"040076890313","49","1179",120,717.910563989034
"040076890314","49","1179",120,717.910563989034
"040076890411","49","1179",120,3307.09053970262
"040076890412","49","1179",120,3307.09053970262
"040076890413","49","1179",120,3307.09053970262
"040076890414","49","1179",120,3307.09053970262
"040076890415","49","1179",120,3307.09053970262
"040076890511","49","1179",120,4963.73919330102
"040076890512","49","1179",120,4963.73919330102
"040076890611","49","1179",120,1998.75831815726
"040076890612","49","1179",120,1998.75831815726
"040076890613","49","1179",120,1998.75831815726
"040077120111","49","1180",116,2922.29282614219
"040077120112","49","1180",116,2922.29282614219
"040077120113","49","1180",116,2922.29282614219
"040077120114","49","1180",116,2922.29282614219
"040077120211","49","1180",116,11028.2231318588
"040077120411","49","1180",116,4345.20266109177
"040077120412","49","1180",116,4345.20266109177
"040077120413","49","1180",116,4345.20266109177
"040077120414","49","1180",116,4345.20266109177
"040077120511","49","1180",116,6484.20264215249
"040077120512","49","1180",116,6484.20264215249
"040077120513","49","1180",116,6484.20264215249
"040077120514","49","1180",116,6484.20264215249
"040077940111","49","1181",126,5401.50219476468
"040077940112","49","1181",126,5401.50219476468
"040077940113","49","1181",126,5401.50219476468
"040077940211","49","1181",126,3062.22241779636
"040077940212","49","1181",126,3062.22241779636
"040077940213","49","1181",126,3062.22241779636
"040077940214","49","1181",126,3062.22241779636
"040077940215","49","1181",126,3062.22241779636
"040077940216","49","1181",126,3062.22241779636
"040077940311","49","1181",126,9614.04616009618
"040077940411","49","1181",126,8243.22128360797
"040077940412","49","1181",126,8243.22128360797
"040077940511","49","1181",126,13017.4598473212
"040077940512","49","1181",126,13017.4598473212
"040077940611","49","1181",126,2818.74447439262
"040077940612","49","1181",126,2818.74447439262
"040077940613","49","1181",126,2818.74447439262
"040077940614","49","1181",126,2818.74447439262
"040077940615","49","1181",126,2818.74447439262
"040078060111","48","1182",105,5182.02055572731
"040078060112","48","1182",105,5182.02055572731
"040078060211","48","1182",105,3697.39018931749
"040078060212","48","1182",105,3697.39018931749
"040078060213","48","1182",105,3697.39018931749
"040078060214","48","1182",105,3697.39018931749
"040078060215","48","1182",105,3697.39018931749
"040078060311","48","1182",105,4731.81495981314
"040078060312","48","1182",105,4731.81495981314
"040078060313","48","1182",105,4731.81495981314
"040078060314","48","1182",105,4731.81495981314
"040078060411","48","1182",105,3824.07791135738
"040078060412","48","1182",105,3824.07791135738
"040078060413","48","1182",105,3824.07791135738
"040078060414","48","1182",105,3824.07791135738
"040078060511","48","1182",105,13388.6328937684
"040078060512","48","1182",105,13388.6328937684
"040078060611","48","1182",105,6396.73578052557
"040078060612","48","1182",105,6396.73578052557
"040078060613","48","1182",105,6396.73578052557
"040078060614","48","1182",105,6396.73578052557
"040078860111","49","1183",158,3535.30436318634
"040078860112","49","1183",158,3535.30436318634
"040078860113","49","1183",158,3535.30436318634
"040078860311","49","1183",158,7049.89141119503
"040078860312","49","1183",158,7049.89141119503
"040078860313","49","1183",158,7049.89141119503
"040078860314","49","1183",158,7049.89141119503
"040078860411","49","1183",158,3580.68721040592
"040078860412","49","1183",158,3580.68721040592
"040078860511","49","1183",158,7413.45980259203
"040078860512","49","1183",158,7413.45980259203
"040078860513","49","1183",158,7413.45980259203
"040078860611","49","1183",158,3645.04196618909
"040079280211","48","1184",138,6183.18939155444
"040079280212","48","1184",138,6183.18939155444
"040079280213","48","1184",138,6183.18939155444
"040079280214","48","1184",138,6183.18939155444
"040079280311","48","1184",138,10317.6224397399
"040079280312","48","1184",138,10317.6224397399
"040079280313","48","1184",138,10317.6224397399
"040079280314","48","1184",138,10317.6224397399
"040079280315","48","1184",138,10317.6224397399
"040079280411","48","1184",138,848.7271228217
"040079280412","48","1184",138,848.7271228217
