"id","est_dis","upm","factor","ictpc"
"010033680112","2","37",192,1958.87622604251
"010033680113","2","37",192,1958.87622604251
"010033680114","2","37",192,1958.87622604251
"010033680115","2","37",192,1958.87622604251
"010033680211","2","37",192,1939.29520617359
"010033680212","2","37",192,1939.29520617359
"010033680213","2","37",192,1939.29520617359
"010033680214","2","37",192,1939.29520617359
"010033680215","2","37",192,1939.29520617359
"010033680311","2","37",192,3144.93095906055
"010033680312","2","37",192,3144.93095906055
"010033680313","2","37",192,3144.93095906055
"010033680314","2","37",192,3144.93095906055
"010033680411","2","37",192,4697.71158090741
"010033680412","2","37",192,4697.71158090741
"010033680413","2","37",192,4697.71158090741
"010033680414","2","37",192,4697.71158090741
"010033680415","2","37",192,4697.71158090741
"010033680416","2","37",192,4697.71158090741
"010033680417","2","37",192,4697.71158090741
"010033680418","2","37",192,4697.71158090741
"010033680511","2","37",192,5173.83214855314
"010033680611","2","37",192,8341.83481716821
"010033680612","2","37",192,8341.83481716821
"010033680613","2","37",192,8341.83481716821
"010036500111","2","38",171,7068.09098851371
"010036500112","2","38",171,7068.09098851371
"010036500113","2","38",171,7068.09098851371
"010036500211","2","38",171,2094.40812528333
"010036500212","2","38",171,2094.40812528333
"010036500311","2","38",171,3229.58326581042
"010036500312","2","38",171,3229.58326581042
"010036500313","2","38",171,3229.58326581042
"010036500314","2","38",171,3229.58326581042
"010036500315","2","38",171,3229.58326581042
"010036500316","2","38",171,3229.58326581042
"010036500317","2","38",171,3229.58326581042
"010036500411","2","38",171,3467.55374103432
"010036500412","2","38",171,3467.55374103432
"010036500413","2","38",171,3467.55374103432
"010036500511","2","38",171,8611.48888507511
"010036500512","2","38",171,8611.48888507511
"010037330111","2","39",186,10664.148583994
"010037330112","2","39",186,10664.148583994
"010037330311","2","39",186,2536.53328408169
"010037330312","2","39",186,2536.53328408169
"010037330313","2","39",186,2536.53328408169
"010037330314","2","39",186,2536.53328408169
"010037330411","2","39",186,8406.66257873166
"010037330412","2","39",186,8406.66257873166
"010037330413","2","39",186,8406.66257873166
"010037330414","2","39",186,8406.66257873166
"010037330611","2","39",186,3271.03372178789
"010037330612","2","39",186,3271.03372178789
