"","V1","V2","V3","V4"
"1",0.609719564383252,0.615313954908132,0.00559439052488042,1
"2",0.610284635686379,0.615931446843895,0.00564681115751542,1
"3",0.610713507286137,0.616222407530441,0.0055089002443045,1
"4",0.610877304562088,0.616594963687876,0.00571765912578837,1
"5",0.607514271248601,0.613390377930287,0.0058761066816857,1
"6",0.608079160172237,0.613776964580056,0.0056978044078192,1
"7",0.612300057167805,0.617857262433139,0.0055572052653341,1
"8",0.60807632082084,0.613769625298772,0.00569330447793248,1
"9",0.610392302843015,0.61596583389342,0.00557353105040537,1
"10",0.609538506686056,0.615194970578651,0.00565646389259489,1
"11",0.610516878974256,0.6160842470638,0.00556736808954372,1
"12",0.610746739294243,0.6163335851303,0.00558684583605729,1
"13",0.610152729813745,0.615754217724668,0.00560148791092263,1
"14",0.609736292889994,0.615265334129815,0.00552904123982045,1
"15",0.608122575034179,0.613720233150114,0.00559765811593482,1
"16",0.609922905909581,0.615607907248368,0.00568500133878713,1
"17",0.610531564379898,0.616197640296584,0.005666075916686,1
"18",0.611685131216611,0.617219856886418,0.00553472566980684,1
"19",0.611464051304274,0.617081029147151,0.00561697784287751,1
"20",0.608170034322951,0.613747947298803,0.00557791297585153,1
"21",0.607397195397626,0.613137315434253,0.00574012003662638,1
"22",0.60958994432679,0.615190457131375,0.00560051280458518,1
"23",0.609244478662813,0.614940181615303,0.00569570295248967,1
"24",0.609739836435525,0.615478696240639,0.00573885980511413,1
"25",0.611356823127747,0.616973982441988,0.00561715931424112,1
"26",0.609598596171259,0.615189969355343,0.0055913731840832,1
"27",0.609976829251067,0.615514654762146,0.00553782551107906,1
"28",0.612301142376348,0.617906916390568,0.00560577401422035,1
"29",0.608596160658271,0.6142335040298,0.00563734337152899,1
"30",0.608014139014021,0.613663887787241,0.00564974877321978,1
"31",0.612685961195687,0.618315178845222,0.00562921764953528,1
"32",0.612800153718948,0.618317414660046,0.00551726094109761,1
"33",0.606832019824338,0.612517923974661,0.00568590415032255,0
"34",0.609108876113499,0.614796119777315,0.00568724366381657,1
"35",0.60929374597625,0.614817635006497,0.00552388903024714,1
"36",0.607538558758471,0.613229403008361,0.00569084424989075,1
"37",0.612174765243615,0.617784480138132,0.00560971489451711,1
"38",0.610128136255565,0.615684745837588,0.00555660958202375,1
"39",0.608549774057444,0.614139564828473,0.0055897907710285,1
"40",0.611236983946325,0.616870915468888,0.00563393152256331,1
"41",0.609772575365975,0.615455010483459,0.00568243511748379,1
"42",0.609218602381565,0.614891132564371,0.00567253018280611,1
"43",0.611972416806245,0.617465917112498,0.00549350030625295,1
"44",0.610645728609294,0.616267424504492,0.00562169589519834,1
"45",0.610785245349757,0.616364920689673,0.00557967533991599,1
"46",0.610067438189733,0.615730203135726,0.00566276494599305,1
"47",0.611922739298825,0.617517442612318,0.00559470331349332,1
"48",0.608386294799231,0.613982383048377,0.0055960882491467,1
"49",0.609006344109616,0.614683924675973,0.00567758056635725,1
"50",0.609347189036446,0.615069721493196,0.00572253245675014,1
"51",0.609494263877351,0.615249764531418,0.00575550065406671,1
"52",0.611659350475158,0.61724674057172,0.00558739009656195,1
"53",0.609485762168693,0.615062397507085,0.00557663533839237,1
"54",0.610649219543383,0.616300441402857,0.00565122185947475,1
"55",0.611459889898903,0.617033255643315,0.00557336574441181,1
"56",0.611116114390671,0.616699651648283,0.00558353725761207,1
"57",0.607237957889597,0.612927495854505,0.00568953796490768,0
"58",0.610297658118196,0.615897599460677,0.0055999413424811,1
"59",0.609661325319975,0.615313841347436,0.00565251602746064,1
"60",0.613263992659335,0.618726242342919,0.00546224968358333,0
"61",0.608852794809151,0.614561078699289,0.00570828389013789,1
"62",0.610803985989936,0.616471257668748,0.00566727167881198,1
"63",0.610763715943765,0.616392641714488,0.00562892577072338,1
"64",0.610619890272178,0.616283203580594,0.00566331330841563,1
"65",0.610152765218743,0.615788116364831,0.00563535114608782,1
"66",0.608687419138254,0.614331961782503,0.00564454264424952,1
"67",0.610141294938026,0.615827433603883,0.00568613866585743,1
"68",0.607382998086317,0.612978668760625,0.00559567067430788,0
"69",0.609159978230487,0.614816081230961,0.00565610300047414,1
"70",0.606731015511252,0.612389868520463,0.00565885300921098,0
"71",0.606900835854295,0.612550766957847,0.00564993110355272,0
"72",0.610092128081357,0.615617161801271,0.00552503371991364,1
"73",0.610947291810167,0.616590761271157,0.0056434694609897,1
"74",0.609352481180302,0.614974020327668,0.00562153914736563,1
"75",0.611013826367186,0.616606250810036,0.00559242444284935,1
"76",0.612775357129446,0.618343478012483,0.00556812088303726,1
"77",0.610154574366866,0.615911814528525,0.00575724016165946,1
"78",0.609347333124527,0.614927167973462,0.00557983484893498,1
"79",0.609681086010859,0.615340331986953,0.00565924597609457,1
"80",0.609367222756746,0.615072964525181,0.0057057417684343,1
