"","V1","V2","V3","V4"
"1",0.106103140992982,0.107995766684722,0.00189262569173929,0
"2",0.10564116784583,0.107491759255072,0.00185059140924167,1
"3",0.105638727105722,0.107488517476121,0.00184979037039927,1
"4",0.104884036705842,0.106750919875142,0.00186688316929945,1
"5",0.105220580896442,0.107052800649393,0.00183221975295104,1
"6",0.105127197747014,0.107053900702237,0.00192670295522232,1
"7",0.105312163102577,0.107151569706713,0.00183940660413541,1
"8",0.105408125819884,0.107298614678814,0.00189048885892953,1
"9",0.105151544321492,0.106987409109902,0.00183586478840976,1
"10",0.105281899894456,0.107137841129582,0.00185594123512568,1
"11",0.104910122921633,0.106769783196304,0.00185966027467029,1
"12",0.105381040697258,0.107282003483651,0.00190096278639239,1
"13",0.105167888204288,0.107058222075497,0.00189033387120977,1
"14",0.104593929703016,0.10647977666644,0.00188584696342486,1
"15",0.104971738163048,0.106847479690556,0.00187574152750834,1
"16",0.105815865284544,0.107662758195473,0.0018468929109286,1
"17",0.105340568531454,0.107189364922069,0.00184879639061533,1
"18",0.105629587179481,0.107433943968892,0.00180435678941163,1
"19",0.104962395367979,0.106742906611101,0.00178051124312191,1
"20",0.105868043824265,0.107847038594285,0.00197899477001987,1
"21",0.106032271926929,0.107923323158964,0.00189105123203538,1
"22",0.105671714240218,0.107561601540092,0.00188988729987334,1
"23",0.104681083138,0.106517261124939,0.001836177986939,1
"24",0.105412526372822,0.107268040105623,0.00185551373280066,1
"25",0.105001357480483,0.106894532827506,0.00189317534702263,1
"26",0.105450868352341,0.107252936479505,0.00180206812716445,1
"27",0.10506922254366,0.106927770612447,0.00185854806878666,1
"28",0.104835992820015,0.106665820064773,0.00182982724475855,1
"29",0.105476562164642,0.107316152107339,0.00183958994269728,1
"30",0.105238454496595,0.107214761737747,0.0019763072411529,1
"31",0.105218843957989,0.107057491047804,0.0018386470898149,1
"32",0.105188315240302,0.107099248940348,0.00191093370004543,1
"33",0.105097222227879,0.106935206798819,0.00183798457093971,1
"34",0.105072742540846,0.106956150903214,0.00188340836236747,1
"35",0.105193213550801,0.107016305464984,0.00182309191418303,1
"36",0.105115647347861,0.107017820667433,0.00190217331957206,1
"37",0.1053940841391,0.107257640531571,0.00186355639247097,1
"38",0.105063590014825,0.106869980213911,0.00180639019908593,1
"39",0.105766027533394,0.107624763321763,0.00185873578836866,1
"40",0.105063579127504,0.106897062173251,0.00183348304574683,1
"41",0.105011833373107,0.106908406723472,0.00189657335036485,1
"42",0.106554207394528,0.108417523060871,0.00186331566634329,0
"43",0.104660608669226,0.106452767892794,0.00179215922356736,1
"44",0.104750414132101,0.106675462375759,0.00192504824365751,1
"45",0.105360249344712,0.107249954663895,0.00188970531918219,1
"46",0.105362478462337,0.107237424732287,0.00187494626995059,1
"47",0.104484597856492,0.106335390844683,0.00185079298819127,1
"48",0.105024289579776,0.106902240643461,0.00187795106368521,1
"49",0.105607483207005,0.107471043152354,0.00186355994534877,1
"50",0.105402775108853,0.107242593022405,0.00183981791355239,1
"51",0.104878449295984,0.106764757870237,0.00188630857425293,1
"52",0.106449736209885,0.108360211271581,0.00191047506169675,0
"53",0.104893138930561,0.106709326161965,0.00181618723140425,1
"54",0.105074392882508,0.106932745399108,0.00185835251659991,1
"55",0.104343866367565,0.106226466767296,0.00188260039973065,1
"56",0.104620052062901,0.106450090479752,0.00183003841685084,1
"57",0.105097402571999,0.107001103614065,0.00190370104206691,1
"58",0.104432461090579,0.106287574095242,0.00185511300466398,1
"59",0.105701412678257,0.107564099015439,0.00186268633718155,1
"60",0.105153567170844,0.106990373715348,0.0018368065445044,1
"61",0.104872187642506,0.106678040137309,0.00180585249480392,1
"62",0.105323982122113,0.107174225196771,0.00185024307465786,1
"63",0.104870586921302,0.106771459574702,0.00190087265340026,1
"64",0.105852670911436,0.107795554502383,0.00194288359094709,1
"65",0.105134030914658,0.107033629926656,0.0018995990119982,1
"66",0.105670244879493,0.107567340437235,0.00189709555774223,1
"67",0.105266908683721,0.107247546201881,0.00198063751815974,1
"68",0.105496496888219,0.107353350300968,0.00185685341274892,1
"69",0.104791305234699,0.106612444095365,0.00182113886066605,1
"70",0.105045150738813,0.106890600800509,0.00184545006169658,1
